Name,Team,Age,Position,Minutes,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Paulo Dybala,Juventus,23,"Midfielder, Forward",2154,7,2,0,2.9,85.4,0.1,4,7.46,SerieA,2016,1993,26,5,1.9,35.7,0.9,2.4,0.3,0.5,0.7,0.7,0.0,0.0,0.6,0.1,0
Marek Hamsik,Napoli,29,"Midfielder, Forward",3050,10,1,0,2.3,88.4,0.8,3,7.37,SerieA,2016,1987,37,1,2.0,81.2,0.2,5.1,0.2,0.9,0.4,0.4,0.0,0.7,0.7,0.1,0
Gerard Deulofeu,AC Milan,22,"Midfielder, Forward",1463,3,4,0,2.2,82.3,0.1,1,7.3,SerieA,2016,1994,16,1,2.5,35.2,0.6,1.5,0.1,0.9,0.6,0.9,0.0,0.1,0.9,0.0,0
Sergej Milinkovic-Savic,Lazio,22,"Midfielder, Forward",2734,7,8,0,2.0,73.4,4.4,2,7.3,SerieA,2016,1994,31,3,1.2,41.1,0.2,2.6,0.1,2.1,1.1,2.0,0.0,1.1,1.5,0.2,0
Ivan Perisic,Inter,28,"Midfielder, Forward",2757,8,2,1,2.9,71.4,1.6,2,7.28,SerieA,2016,1988,31,5,1.7,33.8,1.1,1.2,0.1,1.3,1.0,0.7,0.0,0.7,1.1,0.1,0
Domenico Berardi,Sassuolo,22,"Midfielder, Forward",1739,9,6,0,2.0,71.3,1.1,3,7.27,SerieA,2016,1994,20,1,1.9,40.0,1.0,2.3,0.1,1.7,1.2,2.3,0.0,0.2,2.3,0.0,0
Suso,AC Milan,23,"Midfielder, Forward",2820,9,5,0,2.7,79.5,0.1,5,7.21,SerieA,2016,1993,33,1,1.9,35.7,1.0,2.1,0.2,1.1,0.2,1.2,0.0,0.1,1.0,0.0,0
Adem Ljajic,Torino,25,"Midfielder, Forward",2521,8,5,0,2.8,87.2,0.0,3,7.18,SerieA,2016,1991,30,3,1.8,42.3,0.3,1.0,0.1,0.4,0.6,0.3,0.0,0.5,0.4,0.0,0
Keita,Lazio,22,"Midfielder, Forward",1932,3,4,1,2.3,81.0,0.2,2,7.18,SerieA,2016,1994,21,10,1.4,22.1,0.4,0.4,0.1,0.5,0.1,0.6,0.0,0.0,0.3,0.0,0
Diego Perotti,Roma,28,"Midfielder, Forward",1750,6,2,0,1.5,81.9,0.4,2,7.16,SerieA,2016,1988,20,12,1.4,23.2,1.3,0.6,0.0,1.3,0.6,0.5,0.0,0.2,0.8,0.0,0
Lucas Castro,Chievo,27,"Midfielder, Forward",2768,6,5,1,1.5,79.7,1.3,4,7.13,SerieA,2016,1989,33,0,1.2,42.4,0.5,1.9,0.1,2.3,2.0,1.6,0.0,0.9,1.5,0.1,0
Valter Birsa,Chievo,30,"Midfielder, Forward",2786,9,5,0,1.5,80.6,0.7,4,7.04,SerieA,2016,1986,34,1,2.1,39.4,1.9,1.7,0.1,1.2,0.7,1.0,0.0,0.7,1.5,0.1,0
Luis Muriel,Sampdoria,25,"Midfielder, Forward",2257,5,4,1,2.7,69.5,0.7,6,7.03,SerieA,2016,1991,25,6,1.4,17.7,0.3,0.5,0.1,0.8,0.1,1.0,0.0,0.2,0.5,0.0,0
Iago Falque,Torino,26,"Midfielder, Forward",2533,8,2,0,1.9,84.0,0.3,3,7.03,SerieA,2016,1990,31,4,1.5,36.1,0.6,2.3,0.1,0.9,0.9,0.6,0.0,0.5,1.0,0.0,0
Mario Mandzukic,Juventus,31,"Midfielder, Forward",2488,4,5,0,1.6,72.9,2.4,1,7.03,SerieA,2016,1985,28,6,1.1,25.7,0.2,1.0,0.0,1.1,0.8,1.3,0.0,0.9,0.6,0.2,0
Federico Bernardeschi,Fiorentina,22,"Midfielder, Forward",2311,4,5,1,2.2,77.8,0.2,4,7.02,SerieA,2016,1994,27,5,1.8,26.5,0.9,1.5,0.1,0.4,0.7,1.0,0.0,0.3,0.4,0.0,0
Simone Verdi,Bologna,24,"Midfielder, Forward",2126,3,4,0,2.0,78.5,0.1,2,7.0,SerieA,2016,1992,25,3,1.6,26.4,1.2,2.5,0.1,1.2,0.5,1.2,0.0,0.3,0.8,0.0,0
João Pedro,Cagliari,15,"Midfielder, Forward",1460,3,4,1,1.8,66.7,1.6,4,6.99,SerieA,2016,2001,17,5,0.9,20.8,0.5,1.1,0.1,1.1,0.6,1.6,0.0,0.8,0.8,0.1,0
João Pedro,Cagliari,24,"Midfielder, Forward",1460,3,4,1,1.8,66.7,1.6,4,6.99,SerieA,2016,1992,17,5,0.9,20.8,0.5,1.1,0.1,1.1,0.6,1.6,0.0,0.8,0.8,0.1,0
Davide Di Gennaro,Cagliari,28,"Midfielder, Forward",1436,5,4,1,1.2,79.5,0.1,2,6.99,SerieA,2016,1988,17,3,1.9,39.0,1.8,2.4,0.2,1.5,1.3,0.7,0.0,0.3,1.4,0.3,0
Piotr Zielinski,Napoli,23,"Midfielder, Forward",1850,7,4,0,0.9,87.7,0.4,1,6.98,SerieA,2016,1993,18,18,1.1,38.0,0.1,1.8,0.1,1.0,0.5,0.6,0.0,0.2,0.5,0.0,0
Omar El Kaddouri,Empoli,26,"Midfielder, Forward",1251,1,5,0,1.9,81.1,0.7,2,6.97,SerieA,2016,1990,15,0,2.0,37.1,1.1,0.9,0.1,1.7,0.7,2.1,0.0,0.5,0.5,0.1,0
Cyril Théréau,Udinese,33,"Midfielder, Forward",2502,2,3,0,2.1,77.2,2.8,3,6.93,SerieA,2016,1983,31,2,0.9,30.7,0.2,0.6,0.0,0.5,0.3,0.9,0.0,0.4,0.8,0.1,0
Josip Ilicic,Fiorentina,29,"Midfielder, Forward",1881,4,2,0,3.2,81.6,0.1,1,6.92,SerieA,2016,1987,23,6,1.9,30.8,1.1,2.0,0.1,0.7,0.4,0.7,0.0,0.1,0.8,0.0,0
Rade Krunic,Empoli,23,"Midfielder, Forward",2441,1,10,0,1.3,76.1,1.4,2,6.92,SerieA,2016,1993,29,3,0.6,33.2,0.3,0.8,0.0,2.4,1.5,1.6,0.0,1.2,1.6,0.2,0
Stephan El Shaarawy,Roma,24,"Midfielder, Forward",1628,4,0,0,2.0,80.4,0.5,0,6.89,SerieA,2016,1992,19,13,0.6,21.8,0.2,0.7,0.0,0.5,0.5,0.4,0.0,0.5,0.4,0.0,0
Gregoire Defrel,Sassuolo,26,"Midfielder, Forward",1962,2,1,0,1.5,83.9,0.2,2,6.88,SerieA,2016,1990,23,6,1.0,17.8,0.1,0.2,0.0,0.6,0.2,1.2,0.0,0.2,0.4,0.1,0
Matteo Politano,Sassuolo,23,"Midfielder, Forward",2319,6,5,0,2.5,72.2,0.3,0,6.88,SerieA,2016,1993,25,7,1.1,28.0,0.8,0.8,0.0,1.0,0.6,0.7,0.0,0.4,1.0,0.0,0
Gianluca Caprari,Pescara,23,"Midfielder, Forward",3112,4,8,0,3.1,81.3,0.2,4,6.85,SerieA,2016,1993,34,1,1.4,31.3,0.4,0.8,0.1,0.8,0.6,1.3,0.0,0.1,0.8,0.0,0
Rodrigo de Paul,Udinese,23,"Midfielder, Forward",2361,2,7,1,1.3,78.8,0.1,2,6.83,SerieA,2016,1993,32,2,1.4,23.9,1.1,1.6,0.1,1.5,0.5,1.1,0.0,0.4,1.1,0.1,0
Stefano Sensi,Sassuolo,21,"Midfielder, Forward",1203,0,3,0,1.0,82.6,0.4,0,6.82,SerieA,2016,1995,14,2,0.8,38.1,0.3,2.1,0.1,1.8,1.4,1.6,0.0,0.8,1.8,0.3,0
Diego Farias,Cagliari,26,"Midfielder, Forward",1164,2,4,0,1.7,82.5,0.2,2,6.8,SerieA,2016,1990,12,8,1.2,25.5,0.6,0.6,0.0,0.5,0.6,0.9,0.0,0.1,0.9,0.0,0
Emil Hallfredsson,Udinese,33,"Midfielder, Forward",1990,4,10,0,0.7,85.5,0.8,0,6.77,SerieA,2016,1983,23,5,0.7,33.2,0.4,1.5,0.0,2.4,1.4,1.9,0.0,0.8,1.3,0.1,0
Antonino Ragusa,Sassuolo,26,"Midfielder, Forward",1435,2,5,0,1.1,70.6,0.4,2,6.75,SerieA,2016,1990,16,9,0.6,18.1,0.3,0.4,0.0,1.2,0.6,0.7,0.0,0.4,0.8,0.1,0
Marco Benassi,Torino,22,"Midfielder, Forward",2058,2,5,0,1.6,82.6,0.6,0,6.75,SerieA,2016,1994,24,4,1.0,31.0,0.2,1.2,0.1,1.4,1.1,1.1,0.0,0.8,1.2,0.1,0
Éder,Inter,30,"Midfielder, Forward",1480,4,3,0,1.6,84.2,0.3,2,6.74,SerieA,2016,1986,13,20,1.0,15.0,0.3,0.5,0.0,0.9,0.3,0.8,0.0,0.1,0.2,0.0,0
Jean-Christophe Bahebeck,Pescara,24,"Midfielder, Forward",821,1,0,0,2.0,72.9,1.1,0,6.74,SerieA,2016,1992,11,4,0.3,14.5,0.2,0.2,0.0,0.8,0.3,1.1,0.0,0.9,0.7,0.3,0
Jakub Jankto,Udinese,20,"Midfielder, Forward",1906,4,6,0,1.1,79.6,0.5,2,6.73,SerieA,2016,1996,24,5,1.3,25.7,1.1,0.9,0.1,1.1,0.9,0.6,0.0,0.6,0.6,0.1,0
Patrik Schick,Sampdoria,20,"Midfielder, Forward",1507,3,2,0,1.3,74.9,1.1,0,6.7,SerieA,2016,1996,14,18,0.6,15.0,0.0,0.2,0.0,0.3,0.3,0.9,0.1,0.3,0.3,0.0,0
Federico Chiesa,Fiorentina,19,"Midfielder, Forward",1495,2,3,1,2.0,84.9,0.1,1,6.68,SerieA,2016,1997,17,10,1.0,24.0,0.3,0.6,0.0,1.1,0.6,1.3,0.1,0.4,1.0,0.0,0
Ledian Memushaj,Pescara,30,"Midfielder, Forward",2961,3,3,0,1.5,80.0,0.6,0,6.68,SerieA,2016,1986,35,1,1.1,45.5,0.4,1.3,0.1,1.4,1.1,1.1,0.1,0.9,1.2,0.1,0
Lucas Ocampos,Genoa,22,"Midfielder, Forward",850,0,2,0,1.8,71.7,1.7,0,6.67,SerieA,2016,1994,12,2,0.5,18.1,0.5,0.8,0.0,0.9,0.6,0.9,0.0,0.5,0.6,0.0,0
Artur Ionita,Cagliari,26,"Midfielder, Forward",1304,0,5,0,0.8,78.2,2.0,1,6.66,SerieA,2016,1990,14,4,0.4,23.9,0.1,0.6,0.0,1.5,1.0,1.9,0.0,0.6,1.1,0.2,0
Riccardo Saponara,Empoli,25,"Midfielder, Forward",1533,1,4,0,1.6,78.5,0.3,1,6.64,SerieA,2016,1991,18,0,1.0,34.3,0.2,0.7,0.2,0.9,0.5,0.9,0.1,0.9,0.6,0.2,0
Marco Sau,Cagliari,29,"Midfielder, Forward",2342,5,5,0,1.4,80.0,0.1,1,6.62,SerieA,2016,1987,29,5,0.6,19.4,0.1,0.6,0.0,0.7,0.6,1.3,0.0,0.1,0.5,0.0,0
Robin Quaison,Palermo,23,"Midfielder, Forward",1079,0,5,0,1.4,74.6,0.5,0,6.62,SerieA,2016,1993,11,6,0.4,17.1,0.1,0.5,0.1,0.7,0.5,1.4,0.0,0.8,0.2,0.1,0
Dennis Praet,Sampdoria,22,"Midfielder, Forward",1801,1,4,0,1.0,79.8,0.6,0,6.6,SerieA,2016,1994,19,13,0.8,23.7,0.3,0.8,0.0,1.1,0.9,1.0,0.0,0.6,0.4,0.2,0
Marcello Trotta,Crotone,24,"Midfielder, Forward",1886,5,2,0,2.0,71.4,0.6,0,6.58,SerieA,2016,1992,23,6,0.7,18.8,0.0,0.6,0.0,1.1,0.3,0.6,0.0,0.6,0.6,0.1,0
Nicolò Barella,Cagliari,19,"Midfielder, Forward",1910,1,9,1,0.6,80.4,0.8,0,6.56,SerieA,2016,1997,22,6,0.9,28.6,0.5,1.4,0.1,2.0,1.0,1.7,0.0,0.9,0.9,0.2,0
Giovanni Simeone,Genoa,21,"Midfielder, Forward",2618,1,3,0,2.2,65.8,1.6,2,6.56,SerieA,2016,1995,29,6,0.5,12.6,0.1,0.3,0.0,0.8,0.2,1.9,0.0,0.6,0.7,0.1,0
Alessandro Diamanti,Palermo,34,"Midfielder, Forward",1701,5,8,1,1.4,76.3,0.1,0,6.55,SerieA,2016,1982,18,13,1.4,27.9,1.2,2.5,0.1,1.1,0.2,1.3,0.0,0.4,0.9,0.0,0
M'Baye Niang,AC Milan,22,"Midfielder, Forward",1123,2,0,1,1.9,76.2,0.8,0,6.55,SerieA,2016,1994,13,5,0.8,17.5,0.4,0.9,0.0,0.6,0.2,1.7,0.0,0.7,0.4,0.1,0
Ricardo Álvarez,Sampdoria,29,"Midfielder, Forward",979,2,3,1,1.6,82.9,0.6,0,6.54,SerieA,2016,1987,11,10,1.1,24.0,0.7,1.0,0.0,0.8,0.6,1.1,0.0,0.5,0.8,0.0,0
Adrian Stoian,Crotone,25,"Midfielder, Forward",1570,2,3,0,0.7,62.4,0.3,0,6.52,SerieA,2016,1991,17,10,1.0,20.4,0.9,1.5,0.0,0.6,1.0,0.6,0.0,0.5,1.1,0.0,0
Raffaele Palladino,Crotone,32,"Midfielder, Forward",1434,1,5,0,1.5,72.2,0.8,0,6.48,SerieA,2016,1984,16,3,0.9,27.4,0.5,0.6,0.0,1.3,0.4,1.4,0.0,1.0,0.7,0.1,0
Federico Ricci,Sassuolo,22,"Midfielder, Forward",1060,0,4,0,0.9,76.6,0.4,0,6.48,SerieA,2016,1994,10,14,0.7,14.4,0.6,0.7,0.0,1.4,0.3,0.9,0.0,0.2,0.7,0.0,0
Ahmad Benali,Pescara,24,"Midfielder, Forward",2503,2,4,1,1.1,83.9,0.4,0,6.47,SerieA,2016,1992,31,2,0.7,35.5,0.2,0.8,0.0,1.2,0.8,0.8,0.0,0.6,1.2,0.1,0
Lucas Boyé,Torino,20,"Midfielder, Forward",1449,2,5,0,1.2,72.7,0.2,0,6.46,SerieA,2016,1996,14,16,0.8,18.6,0.2,0.5,0.0,0.8,0.5,1.9,0.0,0.2,0.9,0.0,0
Valerio Verre,Pescara,22,"Midfielder, Forward",1913,2,2,1,1.3,78.0,0.7,0,6.45,SerieA,2016,1994,23,5,0.9,39.6,0.3,2.1,0.1,1.2,1.0,1.0,0.0,0.7,1.2,0.2,0
Olivier Ntcham,Genoa,21,"Midfielder, Forward",970,1,3,0,1.1,83.7,0.4,0,6.4,SerieA,2016,1995,10,10,0.5,26.1,0.1,2.0,0.1,1.2,0.4,1.3,0.0,0.3,0.9,0.0,0
Oscar Hiljemark,Genoa,24,"Midfielder, Forward",804,0,0,0,0.6,86.4,0.6,0,6.39,SerieA,2016,1992,10,4,0.8,30.0,0.4,1.0,0.0,0.8,0.4,0.8,0.0,0.6,0.6,0.1,0
Oscar Hiljemark,Palermo,24,"Midfielder, Forward",1054,0,1,0,0.8,85.0,0.5,0,6.36,SerieA,2016,1992,12,3,0.8,38.7,0.4,1.5,0.1,0.9,0.8,0.9,0.0,0.6,0.6,0.1,0
Roland Sallai,Palermo,19,"Midfielder, Forward",958,0,3,1,1.4,82.5,0.6,0,6.14,SerieA,2016,1997,11,10,0.5,15.2,0.1,0.3,0.0,0.5,0.6,1.8,0.0,0.4,0.5,0.0,0
Arjen Robben,Bayern Munich,30,"Midfielder, Forward",1679,7,0,0,4.2,83.1,0.9,11,8.45,Bundesliga,2014,1984,20,1,2.4,48.0,0.8,1.6,0.2,0.5,0.4,0.5,0.0,0.0,0.7,0.0,0
Kevin De Bruyne,Wolfsburg,23,"Midfielder, Forward",3052,20,3,0,2.8,74.5,0.5,6,7.95,Bundesliga,2014,1991,34,0,3.3,44.7,1.6,4.5,0.3,1.2,0.7,1.1,0.0,0.3,1.2,0.1,0
Roberto Firmino,Hoffenheim,23,"Midfielder, Forward",2918,10,5,0,2.9,72.7,2.3,5,7.79,Bundesliga,2014,1991,33,0,2.1,39.8,0.2,0.6,0.2,2.7,1.1,2.2,0.0,0.8,1.8,0.0,0
Karim Bellarabi,Bayer Leverkusen,24,"Midfielder, Forward",2725,6,5,0,3.2,67.2,0.6,5,7.64,Bundesliga,2014,1990,32,1,1.4,27.4,0.2,0.7,0.1,1.1,0.8,1.9,0.0,0.2,1.4,0.0,0
Marco Reus,Borussia Dortmund,25,"Midfielder, Forward",1571,5,1,0,3.3,75.7,0.8,5,7.54,Bundesliga,2014,1989,18,2,2.5,33.3,1.0,1.0,0.2,1.5,0.9,1.4,0.0,0.6,1.0,0.1,0
Alexander Meier,Eintracht Frankfurt,31,"Midfielder, Forward",2210,2,0,0,3.1,66.3,5.3,6,7.54,Bundesliga,2014,1983,24,2,0.8,24.2,0.0,1.1,0.1,0.7,0.6,1.3,0.0,0.7,0.6,0.2,0
Eric Maxim Choupo-Moting,Schalke 04,25,"Midfielder, Forward",2557,6,0,0,2.2,71.1,2.9,5,7.5,Bundesliga,2014,1989,30,1,1.2,30.0,0.2,0.4,0.0,1.4,0.6,1.1,0.0,0.8,0.9,0.1,0
Raffael,Borussia M.Gladbach,29,"Midfielder, Forward",2379,2,1,0,2.2,83.9,0.4,3,7.43,Bundesliga,2014,1985,28,3,1.4,32.7,0.1,1.3,0.1,1.1,0.6,0.6,0.0,0.3,1.2,0.1,0
Lars Stindl,Hannover 96,26,"Midfielder, Forward",1798,3,7,1,2.4,75.3,2.4,2,7.39,Bundesliga,2014,1988,20,1,1.6,50.3,0.8,2.0,0.1,1.9,0.9,2.7,0.0,0.5,1.4,0.0,0
Raúl Bobadilla,Augsburg,27,"Midfielder, Forward",2619,2,4,1,2.6,63.8,2.7,4,7.33,Bundesliga,2014,1987,31,1,1.3,20.1,1.0,0.6,0.0,1.1,1.1,2.8,0.0,0.7,1.0,0.1,0
Max Kruse,Borussia M.Gladbach,26,"Midfielder, Forward",2589,9,2,0,2.0,80.7,1.1,3,7.31,Bundesliga,2014,1988,29,3,2.4,43.6,1.3,2.2,0.1,0.4,0.3,0.6,0.0,0.3,0.5,0.1,0
Thomas Müller,Bayern Munich,25,"Midfielder, Forward",2374,10,1,0,2.6,72.4,1.9,3,7.27,Bundesliga,2014,1989,28,4,1.3,30.4,0.4,0.6,0.1,0.7,0.4,0.9,0.0,0.2,0.8,0.1,0
Patrick Herrmann,Borussia M.Gladbach,23,"Midfielder, Forward",2204,4,5,0,1.6,75.3,1.0,5,7.23,Bundesliga,2014,1991,26,6,1.1,24.6,0.3,0.8,0.1,1.4,1.1,1.2,0.0,0.5,0.9,0.2,0
Hakan Calhanoglu,Bayer Leverkusen,21,"Midfielder, Forward",2522,6,3,0,3.2,69.5,1.3,4,7.2,Bundesliga,2014,1993,31,2,2.2,37.3,1.5,1.6,0.1,1.6,0.6,1.0,0.0,0.2,1.3,0.0,0
Kevin Volland,Hoffenheim,22,"Midfielder, Forward",2670,5,6,0,2.6,66.0,1.4,1,7.19,Bundesliga,2014,1992,30,2,1.4,25.6,0.3,0.7,0.2,1.9,0.8,2.3,0.0,0.3,1.0,0.1,0
Mario Götze,Bayern Munich,22,"Midfielder, Forward",2249,2,1,0,1.9,86.2,0.4,3,7.19,Bundesliga,2014,1992,28,4,1.4,40.3,0.4,0.7,0.0,0.9,0.5,1.2,0.0,0.2,1.0,0.0,0
Ivan Perisic,Wolfsburg,26,"Midfielder, Forward",1736,4,4,0,1.8,72.1,2.7,3,7.15,Bundesliga,2014,1988,21,3,1.1,28.4,0.4,1.9,0.0,1.0,1.0,1.1,0.0,1.2,0.9,0.3,0
Son Heung-Min,Bayer Leverkusen,22,"Midfielder, Forward",2292,2,4,0,2.1,76.1,1.1,1,7.14,Bundesliga,2014,1992,28,2,1.3,27.2,0.2,0.6,0.1,1.1,0.7,1.1,0.0,0.6,1.2,0.1,0
Haris Seferovic,Eintracht Frankfurt,23,"Midfielder, Forward",2850,5,8,1,2.9,66.8,2.9,2,7.12,Bundesliga,2014,1991,32,0,1.1,33.4,0.2,0.6,0.0,1.0,0.5,2.2,0.0,0.6,0.7,0.2,0
Filip Kostic,VfB Stuttgart,22,"Midfielder, Forward",1514,5,5,0,1.7,63.1,0.5,3,7.11,Bundesliga,2014,1992,15,13,1.3,16.5,1.7,0.6,0.0,1.4,0.5,1.0,0.0,0.3,0.7,0.0,0
Tobias Werner,Augsburg,29,"Midfielder, Forward",2634,4,8,0,2.2,58.8,1.6,3,7.1,Bundesliga,2014,1985,30,1,1.7,22.8,0.9,1.2,0.0,2.0,1.1,1.5,0.0,0.7,1.3,0.2,0
Hiroshi Kiyotake,Hannover 96,25,"Midfielder, Forward",2536,5,2,0,1.0,78.6,0.5,2,7.09,Bundesliga,2014,1989,29,3,2.2,33.1,1.8,1.9,0.1,0.8,0.8,0.5,0.0,0.5,0.8,0.1,0
Pierre-Emerick Aubameyang,Borussia Dortmund,25,"Midfielder, Forward",2723,6,4,0,3.1,66.7,1.6,0,7.07,Bundesliga,2014,1989,31,2,1.4,23.2,0.5,0.5,0.1,0.6,0.5,1.1,0.0,0.3,0.7,0.1,0
Franco Di Santo,Werder Bremen,25,"Midfielder, Forward",2300,2,8,0,2.1,60.1,3.5,1,7.06,Bundesliga,2014,1989,26,0,0.9,24.7,0.2,0.6,0.0,0.5,0.5,2.4,0.0,0.4,0.8,0.3,0
Shinji Okazaki,Mainz 05,28,"Midfielder, Forward",2788,3,4,0,1.8,71.2,3.3,2,7.04,Bundesliga,2014,1986,31,1,0.8,18.3,0.1,0.4,0.0,0.8,0.4,1.6,0.0,0.2,0.7,0.2,0
Martin Harnik,VfB Stuttgart,27,"Midfielder, Forward",2246,2,1,2,1.9,66.6,4.1,1,7.01,Bundesliga,2014,1987,26,2,0.6,27.7,0.1,0.8,0.0,1.2,0.8,1.1,0.1,1.4,1.9,0.1,0
Admir Mehmedi,Freiburg,23,"Midfielder, Forward",2252,1,3,0,1.8,73.2,1.1,2,6.93,Bundesliga,2014,1991,26,2,1.0,27.2,0.4,0.8,0.0,1.2,0.3,1.6,0.0,0.2,0.8,0.1,0
Ivica Olic,Wolfsburg,35,"Midfielder, Forward",966,0,0,0,1.9,67.4,2.2,0,6.9,Bundesliga,2014,1979,12,2,0.5,17.1,0.1,0.5,0.0,0.4,0.1,1.5,0.0,1.1,1.0,0.1,0
Halil Altintop,Augsburg,32,"Midfielder, Forward",2475,4,1,0,1.2,76.9,1.2,1,6.9,Bundesliga,2014,1982,30,1,1.6,30.6,0.1,1.9,0.1,1.2,0.5,0.6,0.1,0.8,0.7,0.2,0
Vladimir Darida,Freiburg,24,"Midfielder, Forward",2422,1,3,1,1.6,79.2,1.1,0,6.89,Bundesliga,2014,1990,27,4,0.8,48.5,0.3,3.0,0.0,1.7,1.9,1.6,0.0,0.9,0.9,0.2,0
André Hahn,Borussia M.Gladbach,24,"Midfielder, Forward",1312,2,3,0,1.6,62.5,3.8,1,6.88,Bundesliga,2014,1990,15,8,0.5,18.8,0.3,0.5,0.0,1.3,1.1,1.7,0.0,1.0,1.4,0.2,0
Moritz Stoppelkamp,Paderborn,28,"Midfielder, Forward",2180,2,5,0,2.4,76.7,0.5,1,6.83,Bundesliga,2014,1986,25,2,1.6,29.0,0.9,1.3,0.0,1.0,0.7,0.9,0.0,0.4,0.8,0.1,0
Alexandru Maxim,VfB Stuttgart,24,"Midfielder, Forward",1414,6,3,0,1.1,79.7,0.8,2,6.82,Bundesliga,2014,1990,15,10,1.8,30.0,0.8,1.8,0.2,1.0,0.8,0.8,0.0,0.2,1.0,0.0,0
Felix Klaus,Freiburg,22,"Midfielder, Forward",2226,2,5,0,1.3,67.2,1.5,0,6.81,Bundesliga,2014,1992,27,4,0.5,20.0,0.0,0.7,0.0,1.5,1.1,1.2,0.0,1.2,0.9,0.2,0
Yunus Malli,Mainz 05,23,"Midfielder, Forward",2183,4,2,0,1.5,76.1,0.5,0,6.81,Bundesliga,2014,1991,24,7,1.0,23.2,0.2,0.5,0.2,0.8,0.5,0.8,0.0,0.2,0.6,0.0,0
Alban Meha,Paderborn,29,"Midfielder, Forward",1220,0,1,0,3.4,74.9,0.6,1,6.79,Bundesliga,2014,1985,13,5,1.2,27.5,1.0,1.6,0.0,1.7,0.9,1.2,0.0,0.3,1.1,0.1,0
Takashi Inui,Eintracht Frankfurt,26,"Midfielder, Forward",1824,5,2,0,1.6,77.3,0.5,0,6.78,Bundesliga,2014,1988,21,6,1.7,24.1,0.4,1.0,0.2,1.2,0.7,0.9,0.0,0.0,1.4,0.0,0
Süleyman Koc,Paderborn,26,"Midfielder, Forward",1936,2,1,0,1.3,59.1,0.8,1,6.76,Bundesliga,2014,1988,23,6,1.4,16.9,1.0,0.5,0.0,0.9,1.3,0.9,0.0,0.3,1.2,0.0,0
Stefan Aigner,Eintracht Frankfurt,27,"Midfielder, Forward",2097,0,8,0,1.5,72.8,1.4,1,6.76,Bundesliga,2014,1987,23,5,1.0,24.3,0.3,0.5,0.0,1.4,0.9,2.0,0.0,0.1,1.2,0.0,0
Fin Bartels,Werder Bremen,27,"Midfielder, Forward",2422,4,5,0,1.6,69.5,0.7,0,6.74,Bundesliga,2014,1987,27,2,1.0,26.9,0.1,1.2,0.1,1.2,1.0,1.3,0.0,0.5,1.2,0.1,0
Ivica Olic,Hamburger SV,35,"Midfielder, Forward",1298,0,3,0,1.3,58.3,4.3,0,6.73,Bundesliga,2014,1979,16,0,0.9,21.6,0.2,0.3,0.0,1.7,0.6,2.0,0.0,1.1,1.4,0.1,0
Valentin Stocker,Hertha Berlin,25,"Midfielder, Forward",1863,4,6,0,1.3,56.2,2.0,0,6.73,Bundesliga,2014,1989,22,4,1.1,17.3,0.3,0.3,0.0,1.5,1.0,2.5,0.0,0.5,1.6,0.1,0
Julian Brandt,Bayer Leverkusen,18,"Midfielder, Forward",1112,2,0,0,0.8,74.9,0.6,0,6.71,Bundesliga,2014,1996,10,15,1.0,18.4,0.1,0.6,0.1,0.6,0.6,0.4,0.0,0.1,1.0,0.0,0
Max Meyer,Schalke 04,19,"Midfielder, Forward",1855,1,0,0,1.1,82.4,0.3,1,6.7,Bundesliga,2014,1995,22,6,1.1,26.4,0.0,0.9,0.1,0.8,0.6,0.6,0.0,0.1,1.0,0.0,0
Salomon Kalou,Hertha Berlin,29,"Midfielder, Forward",1861,0,2,0,1.8,73.9,2.2,2,6.66,Bundesliga,2014,1985,21,6,0.7,16.6,0.0,0.5,0.1,0.2,0.3,1.7,0.0,0.4,0.3,0.1,0
Tarik Elyounoussi,Hoffenheim,27,"Midfielder, Forward",1490,1,1,0,1.0,62.6,0.8,1,6.65,Bundesliga,2014,1987,17,8,0.9,20.4,0.1,0.5,0.0,1.7,1.1,1.4,0.0,0.5,1.1,0.0,0
Jimmy Briand,Hannover 96,29,"Midfielder, Forward",2076,6,2,0,1.3,71.0,1.7,0,6.63,Bundesliga,2014,1985,25,4,0.9,24.2,0.0,0.4,0.0,0.8,0.5,1.4,0.0,0.4,0.7,0.0,0
Nicolai Müller,Hamburger SV,27,"Midfielder, Forward",2085,4,7,0,0.9,65.2,1.1,0,6.63,Bundesliga,2014,1987,24,3,1.0,21.5,0.3,0.5,0.1,1.8,1.1,1.7,0.0,0.6,1.7,0.1,0
Elias Kachunga,Paderborn,22,"Midfielder, Forward",2227,1,4,0,1.7,69.5,2.5,1,6.63,Bundesliga,2014,1992,24,8,0.7,17.9,0.1,0.3,0.0,0.5,0.3,1.5,0.0,0.5,0.6,0.0,0
Mike Frantz,Freiburg,28,"Midfielder, Forward",1195,1,3,0,0.9,71.7,2.0,1,6.61,Bundesliga,2014,1986,14,11,0.5,14.4,0.2,0.5,0.0,0.9,0.6,1.0,0.0,0.4,0.6,0.0,0
