Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Patrick Ebert,Real Valladolid,32,Midfielder,1005,3.0,5,6.0,1.0,2.2,72.6,1.9,0.0,7.14,LaLiga,2013,13,0,1.2,36.2,1.9,3.1,0.0,0.5,1.2,0.3,1.3,0.8,0.0
Nolito,Celta Vigo,32,"Midfielder, Forward",2264,12.0,2,6.0,0.0,2.3,71.8,0.4,4.0,7.13,LaLiga,2013,24,11,1.4,24.4,0.7,1.6,0.1,1.3,1.2,0.6,1.4,1.2,0.0
Ander Iturraspe,Athletic Bilbao,30,Midfielder,2707,0.0,2,8.0,0.0,0.4,81.5,3.1,2.0,7.13,LaLiga,2013,31,2,0.5,49.1,0.1,5.0,0.1,0.5,1.7,0.0,0.8,0.4,0.0
Pedro,Barcelona,31,Midfielder,2367,15.0,8,3.0,0.0,1.9,84.5,0.2,2.0,7.13,LaLiga,2013,28,9,1.0,27.1,0.6,0.5,0.1,0.7,1.2,0.5,1.0,1.1,0.0
Yacine Brahimi,Granada,29,Midfielder,2793,3.0,4,5.0,1.0,1.7,83.0,0.1,0.0,7.12,LaLiga,2013,33,2,1.1,30.1,0.3,1.5,0.1,4.6,1.5,0.2,2.2,1.4,0.0
Sebastián Dubarbier,Almeria,33,"Midfielder, Forward",2304,1.0,0,10.0,1.0,0.5,67.4,0.9,0.0,7.11,LaLiga,2013,26,1,0.7,27.9,0.6,1.3,0.0,1.7,0.9,0.0,0.4,0.5,0.0
Fabián Orellana,Celta Vigo,33,"Midfielder, Forward",1957,5.0,6,4.0,0.0,1.3,76.5,0.5,1.0,7.1,LaLiga,2013,22,8,1.5,25.9,1.1,1.2,0.2,1.4,0.8,0.2,1.3,1.2,0.0
Fran Rico,Granada,31,Midfielder,2471,2.0,5,8.0,0.0,0.9,82.6,1.6,2.0,7.1,LaLiga,2013,28,4,2.1,47.9,1.8,5.0,0.1,0.4,0.8,0.0,0.6,0.6,0.0
Pape Diop,Levante,33,Midfielder,2764,4.0,0,8.0,1.0,1.0,70.8,2.1,3.0,7.08,LaLiga,2013,33,1,1.0,34.2,0.9,2.6,0.1,0.4,1.3,0.0,0.9,0.6,0.0
Javi López,Espanyol,33,"Midfielder, Forward",2927,0.0,1,8.0,1.0,0.1,67.1,1.9,0.0,7.08,LaLiga,2013,33,0,0.5,23.2,0.4,0.8,0.0,0.5,1.3,0.0,0.4,0.6,0.0
Pablo Piatti,Valencia,30,Midfielder,1118,5.0,3,3.0,0.0,1.9,75.0,0.9,2.0,7.07,LaLiga,2013,13,4,0.9,17.6,0.9,0.4,0.0,1.0,1.9,0.1,1.6,1.3,0.0
Xabi Alonso,Real Madrid,37,Midfielder,2027,0.0,1,5.0,0.0,0.3,88.0,2.0,1.0,7.07,LaLiga,2013,23,3,0.8,65.5,0.3,6.6,0.2,0.0,1.3,0.0,0.5,0.3,0.0
Xavi,Barcelona,39,"Midfielder, Forward",2256,3.0,2,0.0,0.0,1.1,93.0,0.2,0.0,7.06,LaLiga,2013,26,4,1.6,86.0,1.3,6.4,0.4,0.4,0.6,0.0,0.5,0.6,0.0
Andreu Fontàs,Celta Vigo,29,"Midfielder, Forward",3092,0.0,0,3.0,1.0,0.3,82.8,1.9,1.0,7.05,LaLiga,2013,35,0,0.2,54.0,0.0,5.1,0.0,0.4,0.5,0.0,0.1,0.3,0.0
David López,Espanyol,29,"Midfielder, Forward",2859,2.0,1,9.0,0.0,1.0,76.5,3.1,2.0,7.04,LaLiga,2013,33,0,0.5,35.6,0.1,3.2,0.0,0.6,1.2,0.1,1.1,0.5,0.0
Saúl Ñíguez,Rayo Vallecano,24,"Midfielder, Forward",3009,2.0,1,12.0,1.0,1.6,78.5,3.7,0.0,7.04,LaLiga,2013,34,0,0.2,49.9,0.1,4.6,0.0,0.8,0.8,0.0,0.8,0.8,0.0
Simao Mate,Levante,30,"Midfielder, Forward",2581,1.0,0,10.0,0.0,0.4,73.0,3.5,1.0,7.04,LaLiga,2013,30,1,0.2,27.0,0.1,1.8,0.0,0.2,1.2,0.1,0.5,0.4,0.0
Mikel San José,Athletic Bilbao,30,"Midfielder, Forward",1799,5.0,1,6.0,0.0,0.8,77.9,2.2,3.0,7.04,LaLiga,2013,19,6,0.2,38.8,0.0,5.0,0.0,0.1,0.3,0.0,0.2,0.2,0.0
Giovani dos Santos,Villarreal,30,"Midfielder, Forward",2205,10.0,8,2.0,0.0,1.9,77.5,0.2,4.0,7.03,LaLiga,2013,26,4,1.4,18.2,1.1,0.7,0.1,0.9,1.3,1.2,1.3,1.0,0.0
Cani,Villarreal,37,Midfielder,1993,3.0,5,3.0,0.0,1.0,72.6,0.4,3.0,7.03,LaLiga,2013,24,1,1.2,28.6,0.6,1.8,0.1,1.4,1.2,0.2,1.0,0.7,0.0
Coke,Sevilla,32,"Midfielder, Forward",2081,3.0,1,7.0,0.0,0.8,77.3,1.9,2.0,7.01,LaLiga,2013,23,2,0.3,32.0,0.3,1.8,0.0,0.9,0.9,0.2,0.7,0.8,0.0
Jordan Loties,Osasuna,34,"Midfielder, Forward",2637,0.0,0,5.0,1.0,0.4,79.8,1.7,1.0,7.01,LaLiga,2013,30,0,0.1,30.9,0.0,3.9,0.0,0.3,0.3,0.0,0.2,0.1,0.0
Alejandro Gálvez,Rayo Vallecano,30,"Midfielder, Forward",2220,2.0,1,12.0,1.0,0.9,84.2,1.6,2.0,7.01,LaLiga,2013,26,0,0.1,52.9,0.0,5.9,0.0,0.2,0.4,0.1,0.3,0.4,0.0
Nordin Amrabat,Malaga,32,"Midfielder, Forward",1314,2.0,4,1.0,0.0,2.1,77.6,0.3,1.0,7.0,LaLiga,2013,15,0,1.7,26.5,1.3,0.7,0.1,2.3,2.0,1.7,3.3,2.0,0.0
Sergio García,Espanyol,36,"Midfielder, Forward",3259,11.0,8,8.0,0.0,2.0,63.6,1.0,3.0,7.0,LaLiga,2013,37,0,1.9,22.2,0.6,1.1,0.3,1.8,1.5,0.4,3.5,2.9,0.0
Markel Bergara,Real Sociedad,33,Midfielder,2729,1.0,2,4.0,0.0,0.5,83.5,2.0,1.0,7.0,LaLiga,2013,32,0,0.3,36.0,0.0,3.2,0.0,0.0,1.3,0.0,0.3,0.1,0.0
Rubén Pérez,Elche,30,Midfielder,2716,0.0,0,13.0,0.0,1.0,76.5,2.1,2.0,6.99,LaLiga,2013,31,0,0.4,48.6,0.0,6.2,0.0,0.6,1.7,0.0,0.5,0.8,0.0
Juan Bernat,Valencia,26,"Midfielder, Forward",2484,1.0,2,2.0,0.0,0.3,86.5,0.9,2.0,6.99,LaLiga,2013,26,6,0.6,33.2,0.4,0.8,0.0,1.4,0.8,0.1,0.4,0.7,0.0
Mario Gaspar,Villarreal,28,"Midfielder, Forward",3240,1.0,1,3.0,0.0,0.7,78.3,1.1,0.0,6.99,LaLiga,2013,36,0,0.4,30.9,0.2,1.0,0.0,0.4,0.3,0.0,0.5,0.4,0.0
Verza,Almeria,32,Midfielder,2936,8.0,3,11.0,0.0,1.1,78.4,0.7,2.0,6.98,LaLiga,2013,34,0,1.4,44.0,0.9,5.4,0.0,0.5,0.9,0.1,0.6,0.4,0.0
Vitolo,Sevilla,29,Midfielder,2198,4.0,6,6.0,0.0,1.1,80.7,0.6,2.0,6.97,LaLiga,2013,25,4,1.3,29.6,0.3,1.1,0.2,1.1,1.7,0.2,1.5,0.9,0.0
Raúl García,Atletico Madrid,32,"Midfielder, Forward",1710,9.0,3,9.0,0.0,1.8,51.9,3.6,3.0,6.97,LaLiga,2013,18,16,0.5,18.8,0.1,0.4,0.1,0.2,1.3,0.3,0.7,0.9,0.0
Jonny,Celta Vigo,25,"Midfielder, Forward",2166,0.0,2,4.0,0.0,0.3,81.2,1.1,0.0,6.96,LaLiga,2013,23,3,0.5,40.9,0.3,2.0,0.0,0.7,0.5,0.0,0.4,0.6,0.0
Arda Turan,Atletico Madrid,32,"Midfielder, Forward",1932,3.0,4,8.0,0.0,1.1,83.0,0.7,2.0,6.96,LaLiga,2013,22,8,1.1,33.1,0.3,0.8,0.1,1.3,1.4,0.1,2.1,1.3,0.0
Sofiane Feghouli,Valencia,29,Midfielder,2067,4.0,8,4.0,0.0,1.5,73.5,1.2,1.0,6.96,LaLiga,2013,22,10,1.1,23.6,0.8,0.8,0.0,1.2,1.3,0.2,1.2,1.6,0.0
Éver Banega,Valencia,31,Midfielder,1156,1.0,3,5.0,0.0,1.1,84.3,0.2,1.0,6.95,LaLiga,2013,14,4,1.6,47.1,0.7,2.9,0.3,2.0,1.7,0.2,1.6,0.9,0.0
Roberto Trashorras,Rayo Vallecano,38,Midfielder,3152,1.0,7,7.0,0.0,1.4,86.1,0.5,3.0,6.95,LaLiga,2013,36,1,2.3,78.2,1.6,12.9,0.1,0.7,1.9,0.1,1.7,1.0,0.0
Cristhian Stuani,Espanyol,32,"Midfielder, Forward",2574,6.0,2,5.0,1.0,1.5,55.4,5.5,1.0,6.94,LaLiga,2013,28,6,0.6,22.3,0.1,0.4,0.0,0.6,1.8,0.3,1.6,1.4,0.0
Hugo Mallo,Celta Vigo,28,"Midfielder, Forward",2838,0.0,1,9.0,0.0,0.6,77.6,1.3,1.0,6.93,LaLiga,2013,32,1,0.6,41.5,0.5,1.9,0.1,0.5,0.5,0.0,0.4,0.6,0.0
Javier Aquino,Villarreal,29,"Midfielder, Forward",1695,1.0,4,2.0,0.0,0.7,77.0,0.5,2.0,6.93,LaLiga,2013,18,9,1.0,18.5,0.3,0.2,0.1,1.1,1.3,0.3,1.1,1.0,0.0
Pedro León,Getafe,32,Midfielder,2889,7.0,4,6.0,0.0,1.9,64.8,0.9,1.0,6.93,LaLiga,2013,33,3,1.5,21.3,1.8,0.8,0.1,1.4,1.2,0.1,1.3,1.2,0.0
Aleix Vidal,Almeria,29,"Midfielder, Forward",3133,6.0,3,3.0,0.0,1.6,78.5,0.6,2.0,6.93,LaLiga,2013,36,2,1.1,25.4,0.3,1.1,0.0,1.7,1.9,0.2,1.5,1.5,0.0
Alfred N'Diaye,Real Betis,29,"Midfielder, Forward",1413,0.0,1,5.0,0.0,0.9,75.8,2.9,0.0,6.93,LaLiga,2013,16,0,0.9,30.2,0.1,2.8,0.0,1.3,0.9,0.0,0.9,0.5,0.0
Borja Fernández,Getafe,38,Midfielder,1967,0.0,2,8.0,1.0,0.9,66.2,3.5,0.0,6.92,LaLiga,2013,24,4,0.4,31.6,0.0,3.3,0.0,0.0,1.2,0.1,0.2,0.4,0.0
Asier Illarramendi,Real Madrid,29,Midfielder,1397,2.0,1,3.0,0.0,0.3,88.9,0.7,2.0,6.92,LaLiga,2013,15,14,0.7,38.6,0.1,3.3,0.1,0.4,1.0,0.0,0.4,0.4,0.0
Alberto Moreno,Sevilla,26,"Midfielder, Forward",2409,3.0,0,5.0,1.0,0.8,78.5,0.9,2.0,6.92,LaLiga,2013,27,1,0.6,28.6,0.5,1.2,0.0,1.2,1.1,0.1,0.6,0.8,0.0
Javi Fuego,Valencia,35,Midfielder,2236,2.0,0,6.0,0.0,0.5,85.7,1.7,1.0,6.91,LaLiga,2013,25,2,0.3,48.6,0.0,3.5,0.0,0.2,0.9,0.0,0.4,0.7,0.0
Duda,Malaga,39,Midfielder,1750,2.0,5,10.0,2.0,1.8,72.2,0.3,2.0,6.91,LaLiga,2013,20,4,2.2,34.6,2.0,2.2,0.2,0.8,1.5,0.1,1.7,1.1,0.0
Emiliano Armenteros,Osasuna,33,"Midfielder, Forward",2248,4.0,3,5.0,0.0,1.5,72.2,0.7,2.0,6.91,LaLiga,2013,27,2,1.7,32.0,1.5,2.1,0.0,0.8,0.9,0.2,0.9,1.5,0.0
Andoni Iraola,Athletic Bilbao,37,"Midfielder, Forward",2606,1.0,4,3.0,0.0,0.4,78.9,0.8,1.0,6.91,LaLiga,2013,28,5,0.8,43.3,0.5,1.6,0.1,0.4,0.3,0.1,0.8,0.7,0.0
Fernando Tissone,Malaga,32,Midfielder,2125,1.0,1,6.0,0.0,0.9,81.6,1.3,2.0,6.9,LaLiga,2013,25,1,0.5,42.7,0.1,3.4,0.1,0.5,0.5,0.0,1.0,0.7,0.0
Mario Suárez,Atletico Madrid,32,Midfielder,1362,0.0,0,5.0,0.0,0.6,83.2,1.6,0.0,6.89,LaLiga,2013,16,1,0.2,43.8,0.1,3.3,0.1,0.4,1.1,0.2,0.6,0.7,0.0
Antonio Barragán,Valencia,32,"Midfielder, Forward",1492,0.0,4,1.0,2.0,0.3,79.9,1.2,0.0,6.88,LaLiga,2013,17,3,1.2,29.9,0.9,1.2,0.0,0.4,1.2,0.2,0.3,0.7,0.0
Salva Sevilla,Real Betis,35,Midfielder,1356,4.0,4,8.0,0.0,1.6,77.8,0.5,2.0,6.88,LaLiga,2013,16,5,1.9,38.2,1.2,2.9,0.2,0.5,1.3,0.0,1.0,1.0,0.0
Youssef El-Arabi,Granada,32,"Midfielder, Forward",2801,12.0,2,5.0,0.0,2.6,64.1,3.3,3.0,6.88,LaLiga,2013,34,2,0.8,18.3,0.1,0.6,0.0,0.9,2.1,1.1,2.4,2.3,0.0
Manuel Iturra,Granada,35,"Midfielder, Forward",2956,1.0,0,8.0,2.0,0.2,85.7,1.1,2.0,6.86,LaLiga,2013,34,0,0.4,39.0,0.0,3.3,0.0,0.6,0.9,0.0,0.8,0.6,0.0
Jonas,Valencia,35,"Midfielder, Forward",2097,10.0,1,4.0,0.0,2.8,78.2,1.8,1.0,6.86,LaLiga,2013,23,8,0.7,25.8,0.1,0.8,0.1,0.6,1.0,0.5,1.1,1.2,0.0
David Villa,Atletico Madrid,37,"Midfielder, Forward",2431,13.0,4,3.0,0.0,2.1,68.5,0.6,2.0,6.85,LaLiga,2013,32,4,0.8,13.1,0.0,0.2,0.1,0.3,0.9,0.8,1.6,1.4,0.0
Fede Cartabia,Valencia,26,"Midfielder, Forward",1423,0.0,1,3.0,0.0,1.8,81.4,0.3,2.0,6.85,LaLiga,2013,16,9,1.1,21.7,0.6,0.8,0.1,1.6,2.4,0.2,1.3,0.9,0.0
Alexandre Song,Barcelona,31,Midfielder,1123,0.0,0,2.0,0.0,0.2,91.7,1.3,0.0,6.85,LaLiga,2013,12,7,0.3,44.9,0.1,1.8,0.1,0.3,0.5,0.0,0.7,0.4,0.0
Piti,Granada,38,Midfielder,1852,5.0,1,5.0,0.0,2.5,72.6,0.4,1.0,6.85,LaLiga,2013,20,6,1.1,25.5,0.5,1.4,0.2,1.8,1.9,0.4,1.6,1.1,0.0
Bojan Jokic,Villarreal,33,"Midfielder, Forward",1236,0.0,1,6.0,0.0,0.2,78.5,0.9,1.0,6.84,LaLiga,2013,14,1,0.5,25.5,0.4,0.9,0.0,0.5,0.4,0.1,0.4,0.1,0.0
Allan Nyom,Granada,31,"Midfielder, Forward",2869,0.0,2,9.0,0.0,0.3,75.9,0.9,1.0,6.83,LaLiga,2013,34,0,0.6,28.1,0.6,0.8,0.0,1.1,1.1,0.0,0.3,0.5,0.0
Jaume Costa,Villarreal,31,"Midfielder, Forward",2376,0.0,1,10.0,0.0,0.4,77.1,0.8,0.0,6.83,LaLiga,2013,26,2,0.5,30.9,0.3,1.0,0.0,0.5,0.8,0.0,0.4,0.4,0.0
José Antonio Reyes,Sevilla,35,Midfielder,1176,0.0,6,5.0,0.0,1.1,68.0,0.5,0.0,6.83,LaLiga,2013,15,5,1.3,25.2,0.7,1.2,0.4,0.9,1.1,0.2,1.4,1.2,0.0
Roberto Torres,Osasuna,30,"Midfielder, Forward",2282,5.0,3,5.0,0.0,1.6,70.1,0.5,0.0,6.82,LaLiga,2013,25,8,1.8,25.9,1.6,1.1,0.0,0.5,0.9,0.3,0.9,1.2,0.0
Mikel Rico,Athletic Bilbao,34,Midfielder,2600,5.0,1,7.0,0.0,0.8,78.7,1.0,0.0,6.81,LaLiga,2013,31,3,0.4,39.9,0.1,2.8,0.1,0.6,1.4,0.1,1.3,0.9,0.0
Suso,Almeria,25,"Midfielder, Forward",2265,3.0,7,9.0,1.0,1.9,72.2,0.3,2.0,6.81,LaLiga,2013,26,7,1.0,21.5,0.8,1.8,0.1,1.7,1.0,0.1,1.6,1.2,0.0
Moi Gómez,Villarreal,25,Midfielder,1187,2.0,3,0.0,0.0,1.4,76.9,0.7,0.0,6.8,LaLiga,2013,15,2,0.8,23.5,0.4,0.9,0.2,0.8,0.9,0.2,1.4,1.0,0.0
Andrés Guardado,Valencia,32,"Midfielder, Forward",1045,0.0,0,3.0,0.0,0.3,82.2,0.9,0.0,6.79,LaLiga,2013,12,4,0.8,32.0,0.4,1.7,0.1,0.6,1.1,0.0,0.6,0.3,0.0
Antonio Rukavina,Real Valladolid,35,"Midfielder, Forward",3062,1.0,1,6.0,0.0,0.4,69.5,0.4,2.0,6.79,LaLiga,2013,34,0,0.8,33.4,0.9,1.7,0.0,0.3,0.4,0.1,0.3,0.5,0.0
Toni Dovale,Celta Vigo,29,"Midfielder, Forward",995,0.0,2,1.0,0.0,0.5,78.0,0.3,0.0,6.79,LaLiga,2013,11,1,1.2,41.3,1.7,1.2,0.0,0.0,0.3,0.3,0.8,0.8,0.0
Borja Oubiña,Celta Vigo,37,"Midfielder, Forward",2043,1.0,0,4.0,1.0,0.2,83.7,1.4,0.0,6.79,LaLiga,2013,24,1,0.4,48.7,0.0,4.4,0.0,0.2,0.6,0.0,0.3,0.7,0.0
Augusto Fernández,Celta Vigo,33,Midfielder,2354,2.0,4,6.0,0.0,1.7,80.6,0.8,2.0,6.79,LaLiga,2013,29,4,1.2,23.8,0.5,1.1,0.2,1.3,0.8,0.1,2.2,1.4,0.0
Sergio Canales,Real Sociedad,28,"Midfielder, Forward",1046,2.0,0,3.0,0.0,1.6,83.7,0.3,1.0,6.78,LaLiga,2013,13,3,1.6,34.1,1.4,2.1,0.1,0.5,0.5,0.1,0.9,0.8,0.0
Rubén Rochina,Rayo Vallecano,28,Midfielder,1131,3.0,0,2.0,0.0,2.2,80.5,0.6,1.0,6.78,LaLiga,2013,15,2,0.2,24.5,0.1,2.1,0.0,1.5,1.7,0.0,2.1,1.8,0.0
Sergi Darder,Malaga,25,"Midfielder, Forward",2225,1.0,2,6.0,0.0,1.5,81.2,0.9,0.0,6.77,LaLiga,2013,25,4,0.7,34.0,0.1,2.7,0.0,0.9,1.2,0.1,0.6,1.0,0.0
Manu Trigueros,Villarreal,27,Midfielder,2017,1.0,1,3.0,0.0,1.0,80.7,0.9,1.0,6.76,LaLiga,2013,23,10,0.9,31.1,0.8,2.2,0.1,0.5,1.1,0.1,1.1,0.6,0.0
Pedro López,Levante,35,"Midfielder, Forward",2547,1.0,1,10.0,1.0,0.3,71.0,1.1,0.0,6.76,LaLiga,2013,28,4,0.3,22.4,0.2,0.5,0.0,0.6,1.5,0.2,0.8,0.7,0.0
Xabi Prieto,Real Sociedad,35,Midfielder,1780,2.0,3,6.0,0.0,0.5,80.5,3.0,0.0,6.76,LaLiga,2013,18,12,1.3,33.0,0.4,1.4,0.0,0.3,1.2,0.2,0.5,0.6,0.0
Rubén Castro,Real Betis,38,"Midfielder, Forward",2019,10.0,1,4.0,0.0,3.0,79.5,0.6,1.0,6.76,LaLiga,2013,22,3,1.0,21.6,0.2,0.6,0.1,0.6,1.0,1.0,1.6,0.6,0.0
Álvaro Cejudo,Osasuna,35,Midfielder,2059,2.0,3,4.0,1.0,1.7,76.7,0.5,0.0,6.76,LaLiga,2013,27,3,0.8,19.7,0.5,1.0,0.0,1.0,2.1,0.1,1.8,1.2,0.0
David Zurutuza,Real Sociedad,32,Midfielder,1683,1.0,2,4.0,0.0,0.6,78.1,1.3,0.0,6.76,LaLiga,2013,19,8,0.7,29.6,0.2,1.3,0.0,0.6,1.3,0.0,0.7,0.7,0.0
Sami Khedira,Real Madrid,32,Midfielder,974,1.0,1,4.0,0.0,0.6,86.5,0.7,0.0,6.75,LaLiga,2013,12,1,0.9,43.3,0.3,1.7,0.1,0.5,0.6,0.2,0.5,0.8,0.0
Ángel Lafita,Getafe,34,"Midfielder, Forward",1870,7.0,1,6.0,1.0,1.4,67.6,2.0,0.0,6.75,LaLiga,2013,22,7,0.7,16.6,0.3,0.1,0.0,1.0,1.6,0.2,1.5,1.5,0.0
Iago Falque,Rayo Vallecano,29,"Midfielder, Forward",2001,3.0,2,2.0,0.0,1.4,81.0,0.5,1.0,6.75,LaLiga,2013,26,2,1.3,25.9,1.1,0.8,0.0,0.7,0.8,0.4,1.2,0.9,0.0
Rubén Pardo,Real Sociedad,26,Midfielder,1900,3.0,8,4.0,0.0,0.6,85.5,0.2,2.0,6.74,LaLiga,2013,21,14,0.8,32.1,0.6,4.3,0.1,0.5,0.3,0.0,0.5,0.3,0.0
Juankar,Real Betis,29,"Midfielder, Forward",1405,0.0,2,4.0,1.0,0.6,70.3,1.2,0.0,6.74,LaLiga,2013,18,2,1.0,24.3,1.2,0.9,0.0,1.1,0.8,0.1,0.8,0.7,0.0
Francisco Silva,Osasuna,33,"Midfielder, Forward",2541,0.0,1,10.0,1.0,0.8,83.0,0.9,0.0,6.72,LaLiga,2013,29,2,0.6,43.5,0.2,6.6,0.0,0.5,0.8,0.1,1.3,1.1,0.0
Juanfran,Real Betis,30,"Midfielder, Forward",2553,1.0,2,2.0,0.0,0.9,72.1,0.7,0.0,6.72,LaLiga,2013,28,6,1.1,25.1,1.2,1.5,0.1,1.0,1.0,0.0,1.0,0.6,0.0
Lolo,Osasuna,34,"Midfielder, Forward",1502,0.0,1,3.0,0.0,0.6,77.8,2.0,0.0,6.72,LaLiga,2013,18,3,0.4,32.3,0.1,3.8,0.0,0.1,0.8,0.0,0.3,0.2,0.0
Diogo Figueiras,Sevilla,28,"Midfielder, Forward",1767,1.0,1,7.0,1.0,0.8,71.2,0.4,0.0,6.71,LaLiga,2013,19,3,0.6,26.0,0.5,0.6,0.0,0.3,1.0,0.0,0.5,0.8,0.0
Fausto Rossi,Real Valladolid,28,Midfielder,2258,1.0,3,10.0,0.0,0.8,73.7,1.0,0.0,6.71,LaLiga,2013,25,6,0.8,34.0,0.7,3.0,0.1,0.8,1.8,0.1,0.9,0.7,0.0
Jonathan Viera,Rayo Vallecano,29,"Midfielder, Forward",1725,5.0,7,3.0,1.0,1.9,80.3,0.1,0.0,6.69,LaLiga,2013,18,8,1.4,32.6,0.4,0.6,0.1,1.2,1.5,0.3,2.2,1.3,0.0
Gonzalo Castro,Real Sociedad,34,"Midfielder, Forward",1022,2.0,3,1.0,0.0,1.0,79.8,0.6,1.0,6.69,LaLiga,2013,12,11,1.1,17.4,0.6,0.5,0.1,1.2,0.7,0.2,1.0,0.6,0.0
Raoul Loé,Osasuna,30,Midfielder,1193,0.0,1,4.0,0.0,0.1,75.6,2.4,0.0,6.69,LaLiga,2013,14,5,0.3,27.2,0.0,1.3,0.0,0.3,0.6,0.0,0.8,0.5,0.0
Joan Verdú,Real Betis,36,Midfielder,1363,2.0,1,1.0,0.0,1.2,82.6,0.4,0.0,6.69,LaLiga,2013,15,5,2.0,42.4,1.4,3.2,0.3,0.6,1.2,0.0,1.3,1.1,0.0
Dorlan Pabón,Valencia,31,"Midfielder, Forward",913,3.0,0,0.0,0.0,2.8,80.4,0.1,0.0,6.69,LaLiga,2013,11,2,0.8,24.3,0.9,1.6,0.1,0.8,0.7,0.2,1.2,0.8,0.0
Carles Gil,Elche,26,"Midfielder, Forward",2524,1.0,3,2.0,0.0,1.0,84.7,0.3,0.0,6.69,LaLiga,2013,29,3,1.3,30.8,0.5,1.5,0.1,1.6,2.3,0.0,1.2,1.2,0.0
Álvaro Rubio,Real Valladolid,40,Midfielder,2459,0.0,0,10.0,0.0,0.3,80.0,1.1,0.0,6.69,LaLiga,2013,28,3,0.3,48.5,0.2,5.6,0.1,0.2,0.7,0.0,0.3,0.4,0.0
Víctor Casadesús,Levante,34,"Midfielder, Forward",1051,1.0,2,1.0,2.0,1.1,63.3,3.2,0.0,6.69,LaLiga,2013,13,1,0.8,24.1,0.2,0.7,0.1,1.0,0.8,0.0,0.9,0.9,0.0
Javi Márquez,Elche,33,Midfielder,2072,2.0,0,9.0,0.0,1.6,75.4,0.7,1.0,6.68,LaLiga,2013,24,5,1.0,26.6,0.6,2.4,0.0,0.2,1.4,0.0,0.5,0.6,0.0
Oriol Romeu,Valencia,27,"Midfielder, Forward",998,0.0,0,3.0,0.0,0.2,88.6,1.9,0.0,6.68,LaLiga,2013,11,2,0.5,55.3,0.0,4.7,0.1,0.5,0.9,0.0,0.9,0.3,0.0
Michael Krohn-Dehli,Celta Vigo,36,Midfielder,1949,0.0,3,5.0,0.0,1.5,84.6,0.4,1.0,6.68,LaLiga,2013,21,10,1.0,38.4,0.3,2.8,0.2,0.9,0.7,0.0,1.1,0.6,0.0
Lorenzo Reyes,Real Betis,28,"Midfielder, Forward",2021,1.0,0,6.0,1.0,0.2,85.0,1.0,0.0,6.67,LaLiga,2013,23,3,0.5,37.4,0.1,2.8,0.0,0.5,1.0,0.0,0.9,0.2,0.0
Paco Alcácer,Valencia,25,"Midfielder, Forward",1542,6.0,2,6.0,0.0,1.9,69.0,1.5,1.0,6.67,LaLiga,2013,17,6,0.7,12.0,0.0,0.1,0.1,0.1,0.3,0.8,0.7,1.1,0.0
Francisco Portillo,Malaga,29,Midfielder,1611,3.0,1,0.0,1.0,0.7,84.1,0.3,1.0,6.67,LaLiga,2013,19,5,1.3,35.8,0.3,0.9,0.0,1.3,1.1,0.0,2.5,1.1,0.0
Álex López,Celta Vigo,31,Midfielder,2015,5.0,2,6.0,0.0,1.6,84.3,0.4,1.0,6.66,LaLiga,2013,24,7,0.8,27.0,0.4,2.2,0.0,0.7,1.1,0.1,1.0,0.8,0.0
Raúl Rodríguez,Espanyol,31,"Midfielder, Forward",1134,0.0,0,0.0,0.0,0.3,74.9,2.2,0.0,6.66,LaLiga,2013,12,5,0.1,21.6,0.0,1.5,0.0,0.0,0.3,0.0,0.5,0.1,0.0
Álvaro Morata,Real Madrid,26,"Midfielder, Forward",559,8.0,0,2.0,0.0,1.7,69.2,0.9,0.0,6.66,LaLiga,2013,3,20,0.6,7.3,0.0,0.0,0.0,0.4,0.5,0.5,0.5,0.9,0.0
Carlos Sánchez,Elche,33,"Midfielder, Forward",2127,0.0,1,8.0,1.0,0.8,79.6,2.2,1.0,6.65,LaLiga,2013,24,6,0.2,34.1,0.0,3.6,0.0,0.3,0.6,0.0,0.6,0.5,0.0
Eliseu,Malaga,35,"Midfielder, Forward",1639,2.0,2,9.0,0.0,1.4,77.0,0.6,0.0,6.65,LaLiga,2013,18,9,0.7,19.0,0.9,0.9,0.1,0.7,0.8,0.1,0.6,0.7,0.0
Juan Rodríguez,Getafe,37,Midfielder,1046,0.0,1,2.0,0.0,0.5,73.6,2.9,0.0,6.64,LaLiga,2013,13,2,0.4,27.1,0.0,1.8,0.1,0.1,1.1,0.2,0.5,0.3,0.0
Óscar De Marcos,Athletic Bilbao,30,"Midfielder, Forward",1958,5.0,2,3.0,0.0,0.9,72.0,0.9,0.0,6.64,LaLiga,2013,19,16,0.5,21.9,0.3,0.9,0.1,0.4,0.5,0.1,0.7,0.7,0.0
Bueno,Rayo Vallecano,31,"Midfielder, Forward",2516,11.0,4,3.0,0.0,1.8,76.6,0.3,1.0,6.63,LaLiga,2013,31,6,0.9,26.3,0.2,2.0,0.1,0.5,1.8,0.2,1.9,1.6,0.0
